movieId,imdbId,release_date,title,main_director,soup
4388,257106,2001-07-04,Scary Movie 2,Keenen Ivory Wayans,sex exorc secretdoor annafaris marlonwayans jamesdebello keenenivorywayans keenenivorywayans keenenivorywayans
948,49261,1956-10-10,Giant,George Stevens,hotel jealousi judg texa winecellar restaur ranch senat funer sexism petrol fromragstorich beef tycoon maryland barbecu birthdayparti turkey poni ridingclass hunt elizabethtaylor rockhudson jamesdean georgestevens georgestevens georgestevens
77191,1321509,2010-04-15,Death at a Funeral,Neil LaBute,remak familyrelationship zoesaldana jamesmarsden martinlawrence neillabute neillabute neillabute
130508,2210479,2012-02-03,Berserk: The Golden Age Arc 1 - The Egg of the King,Toshiyuki Kubooka,mercenari sorceri swordfight gore blood basedonmanga demon anim hiroakiiwanaga takahirosakurai yuukikaji toshiyukikubooka toshiyukikubooka toshiyukikubooka
92804,1403130,2009-12-18,Bodyguards and Assassins,Teddy Chan,assassin martialart sword bloodsplatt impal beatentodeath hongkong headbashedin extremeviol violentdeath hook bloodyfight throatslit violenc donnieyen wangxue-qi tonyleungka-fai teddychan teddychan teddychan
131248,465925,2006-08-17,Brother Bear 2,Ben Gluck,grizzlybear humananimalrelationship forest hibern moos patrickdempsey mandymoore jeremysuarez bengluck bengluck bengluck
8981,376541,2004-12-01,Closer,Mike Nichols,fathersonrelationship loveatfirstsight photograph lossoflov cheat lie forbiddenlov tea lover kiss photographi secretlov timessquar liar sexchat basedonplayormus deathoffath fallinginlov juliaroberts judelaw natalieportman mikenichols mikenichols mikenichols
112091,1715336,2013-10-13,Mindscape,Jorge Dorado,teenag markstrong taissafarmiga briancox jorgedorado jorgedorado jorgedorado
377,111257,1994-06-09,Speed,Jan de Bont,bomb airport bus busrid highway bombplant keanureeves dennishopper sandrabullock jandebont jandebont jandebont
107069,1091191,2013-12-24,Lone Survivor,Peter Berg,war surviv navys militari dangerousmiss markwahlberg taylorkitsch emilehirsch peterberg peterberg peterberg
99537,1757746,2012-03-10,Extracted,Nir Paniry,murder timeloop memori sasharoiz jennymollen dominicbogart nirpaniry nirpaniry nirpaniry
4721,244000,2001-08-17,American Outlaws,Les Mayfield,sheriff hors outlaw jessejam coleyoung colinfarrell scottcaan alilarter lesmayfield lesmayfield lesmayfield
3260,104454,1992-03-13,Howards End,James Ivory,basedonnovel sistersisterrelationship empower sister turnofthecenturi edwardianengland vanessaredgrave helenabonhamcarter emmathompson jamesivory jamesivory jamesivory
8119,90888,1986-03-14,Crossroads,Walter Hill,harmonica blue guitarduel ralphmacchio joeseneca jamigertz walterhill walterhill walterhill
3255,104694,1992-07-01,A League of Their Own,Penny Marshall,basebal worldwarii sport baseballplay femaleathlet homefront womandirector 1940s tomhanks geenadavis madonna pennymarshall pennymarshall pennymarshall
95135,1742336,2011-09-11,Your Sister's Sister,Lynn Shelton,sistersisterrelationship secret romanc cottag relationship mumblecor womandirector markduplass emilyblunt rosemariedewitt lynnshelton lynnshelton lynnshelton
105742,1837703,2013-10-11,The Fifth Estate,Bill Condon,journalist biographi internet informationleak activist benedictcumberbatch danielbrühl anthonymackie billcondon billcondon billcondon
4329,53221,1959-03-17,Rio Bravo,Howard Hawks,sheriff smalltown gun marshal deputi murder jail stagecoach gambler crippl gunfight twogunsbelt johnwayne deanmartin rickynelson howardhawks howardhawks howardhawks
113780,2870612,2014-08-14,"As Above, So Below",John Erick Dowdle,pari treasur catacomb scientist singinginacar archaeologist lossoffriend subjectivecamera foundfootag thickacc femalearcheologist burningcar philosopher'sston frenchacc rappinginacar perditaweeks benfeldman edwinhodge johnerickdowdle johnerickdowdle johnerickdowdle
104863,1486834,2013-09-07,What If,Michael Dowse,malefemalerelationship bestfriend fallinginlov danielradcliffe zoekazan rafespall michaeldowse michaeldowse michaeldowse
98585,975645,2012-11-22,Hitchcock,Sacha Gervasi,wifehusbandrelationship filmdirector biographi movieset movieactress movieactor anthonyhopkins helenmirren scarlettjohansson sachagervasi sachagervasi sachagervasi
106766,2042568,2013-10-06,Inside Llewyn Davis,Joel Coen,folkmus perform aspiringsing newyorkc record merchantmarin 1960s oscarisaac careymulligan justintimberlake joelcoen joelcoen joelcoen
4916,74899,1976-06-18,Midway,Jack Smight,japanes worldwarii midway soldier american charltonheston henryfonda jamescoburn jacksmight jacksmight jacksmight
8636,316654,2004-06-25,Spider-Man 2,Sam Raimi,dualident loveofone'slif pizzaboy marvelcom sequel superhero doctor scientist tentacl death supervillain tobeymaguire kirstendunst jamesfranco samraimi samraimi samraimi
107953,2263944,2013-03-30,Dragon Ball Z: Battle of Gods,Masahiro Hosoda,bingo basedontvseri dragon battl god anim masakonozawa toshiofurukawa kouichiyamadera masahirohosoda masahirohosoda masahirohosoda
26743,102587,1991-07-20,Only Yesterday,Isao Takahata,countrysid flower countrylif childhoodmemori marriag folkmus school flashback anim re-releas mikiimai toshirōyanagiba yōkohonna isaotakahata isaotakahata isaotakahata
118760,2652092,2014-09-09,The Good Lie,Philippe Falardeau,refuge kansa sudanes reesewitherspoon coreystoll thadluckinbill philippefalardeau philippefalardeau philippefalardeau
141131,4600952,2017-02-14,Guardians,Sarik Andreasyan,coldwar superhero antonpampushnyy sanzharmadiyev sebastiensisak sarikandreasyan sarikandreasyan sarikandreasyan
72165,450405,2009-10-23,Cirque du Freak: The Vampire's Assistant,Paul Weitz,vampir spider wolfman stew bestfriend antidot basedonyoungadultnovel johnc.reilly joshhutcherson chrismassoglia paulweitz paulweitz paulweitz
155659,4136084,2016-05-06,Florence Foster Jenkins,Stephen Frears,opera biographi singingfals merylstreep hughgrant rebeccaferguson stephenfrears stephenfrears stephenfrears
3545,68327,1972-02-13,Cabaret,Bob Fosse,berlin sex entertain cabaret gramophon malefemalerelationship fireplac masterofceremoni baronlov politicalunrest englishlesson lizaminnelli michaelyork helmutgriem bobfosse bobfosse bobfosse
804,117628,1996-08-26,She's the One,Edward Burns,brotherbrotherrelationship taxi ex-girlfriend loveofone'slif bride broker independentfilm wed edwardburns michaelmcglone camerondiaz edwardburns edwardburns edwardburns
105254,2332579,2013-07-12,Crystal Fairy & the Magical Cactus,Sebastián Silva,michaelcera gabyhoffmann juanandréssilva sebastiánsilva sebastiánsilva sebastiánsilva
550,111418,1994-04-08,Threesome,Andrew Fleming,crush pillowfight catcherinthery oddcoupl waterballoon pregnancyscar watergun joshcharles stephenbaldwin laraflynnboyle andrewfleming andrewfleming andrewfleming
108401,1504403,2011-01-28,Husk,Brett Simmons,terror scarecrow hallucin flashlight ritual supernatur friend murder curs blood farmhous violenc desol cornfield pitchfork devongraye weschatham c.j.thomason brettsimmons brettsimmons brettsimmons
49265,420901,2006-03-08,Shooting Dogs,Michael Caton-Jones,civilwar destructionofacivil rape hutu tutsi vandal non-governmentalorganis inhuman aggress coupd'etat kigali genocideinruanda volunt professionalschool violenc unitedn catholic schoollif johnhurt hughdancy dominiquehorwitz michaelcaton-jones michaelcaton-jones michaelcaton-jones
8373,327162,2004-06-10,The Stepford Wives,Frank Oz,android housewif transform nicolekidman matthewbroderick bettemidler frankoz frankoz frankoz
709,95776,1988-11-18,Oliver & Company,George Scribner,newyorkc kitten greatdan joeylawrence billyjoel cheechmarin georgescribner georgescribner georgescribner
3917,93177,1987-09-11,Hellraiser,Clive Barker,underworld seduct supernatur pinhead reveng undead demon puzzlebox attic cenobit bodyhorror andrewrobinson clarehiggins ashleylaurence clivebarker clivebarker clivebarker
2139,84649,1982-06-17,The Secret of NIMH,Don Bluth,secret mous owl widow crow ill derekjacobi elizabethhartman arthurmalet donbluth donbluth donbluth
162302,3384350,2016-06-27,Worry Dolls,Padraig Reynolds,murder serialkil devil tiedfeet ancientcurs effigi christopherwiehl kymjackson samanthasmith padraigreynolds padraigreynolds padraigreynolds
1179,99703,1990-09-14,The Grifters,Stephen Frears,conman trainrid suspens conartist horsetrack grifter estafa neo-noir anjelicahuston johncusack annettebening stephenfrears stephenfrears stephenfrears
67186,492044,2009-03-27,The Haunting in Connecticut,Peter Cornwell,crematorium hallucin basedontruestori haunt occult funeralhom mortuari inciner cousincousinrelationship toldinflashback reverend funeralparlor boyinperil oncologyward desecr childcanc rosari isolatedhous experimentalcancertreat hideandseek duringcreditssting virginiamadsen kylegallner martindonovan petercornwell petercornwell petercornwell
103825,1911662,2013-03-07,Vehicle 19,Mukunda Michael Dewil,mistakenident dirtycop carchas paulwalker naimamclean gysdevilliers mukundamichaeldewil mukundamichaeldewil mukundamichaeldewil
5478,271367,2002-07-17,Eight Legged Freaks,Ellory Elkayem,pickup wettingp hockeymask barbershop perfum auntnephewrelationship straightrazor townmeet forklift contamin spider animalhorror davidarquette kariwuhrer scottterra elloryelkayem elloryelkayem elloryelkayem
46976,420223,2006-09-09,Stranger Than Fiction,Marc Forster,professor literatur love romanticcomedi author fate death die novelist publish whatif willferrell maggiegyllenhaal dustinhoffman marcforster marcforster marcforster
8781,368008,2004-07-30,The Manchurian Candidate,Jonathan Demme,senat gulfwar cano kuwait conspiraci warhero u.s.congress implant denzelwashington merylstreep lievschreiber jonathandemme jonathandemme jonathandemme
77820,492389,2010-04-02,Furry Vengeance,Roger Kumble,bear anim aftercreditssting duringcreditssting realest landdevelop realestatedevelop brendanfraser kenjeong brookeshields rogerkumble rogerkumble rogerkumble
56801,758730,2007-12-25,Aliens vs Predator: Requiem,Colin Strause,predat nationalguard hybrid alien morgu alienpossess triangl infest xenomorph stevenpasquale reikoaylesworth johnortiz colinstrause colinstrause colinstrause
1111,117040,1996-05-20,Microcosmos,Claude Nuridsany,ant biotop grasshopp womandirector jacquesperrin kristinscottthomas claudenuridsany claudenuridsany claudenuridsany
1049,116409,1996-10-11,The Ghost and the Darkness,Stephen Hopkins,africa lion bridg basedontruestori kenya animalattack lionattack coloni swahili michaeldouglas valkilmer tomwilkinson stephenhopkins stephenhopkins stephenhopkins
1190,101026,1989-12-12,Tie Me Up! Tie Me Down!,Pedro Almodóvar,prison ex-detaine pornactor inferioritycomplex victoriaabril antoniobanderas lolesleón pedroalmodóvar pedroalmodóvar pedroalmodóvar
148172,2304933,2016-01-14,The 5th Wave,J Blakeson,basedonnovel dystopia alien alieninvas humansubjug environmentaldisast basedonyoungadultnovel chloëgracemoretz nickrobinson alexroe jblakeson jblakeson jblakeson
2002,104714,1992-05-15,Lethal Weapon 3,Richard Donner,rookiecop dogbiscuit shootingpractic sittingonatoilet judothrow policepsychologist buddycop firingrang aftercreditssting melgibson dannyglover joepesci richarddonner richarddonner richarddonner
4246,243155,2001-04-13,Bridget Jones's Diary,Sharon Maguire,holiday londonengland england alcohol sex lovesick telecast birthday christmasparti newsbroadcast sexualfrustr diari cigarett daughter motherdaughterrelationship lawyer report extramaritalaffair duringcreditssting womandirector christma renéezellweger colinfirth hughgrant sharonmaguire sharonmaguire sharonmaguire
87522,1583420,2011-06-30,Larry Crowne,Tom Hanks,classroom colleg teacher diner lossofjob econom yardsal cellphon scooter backtoschool tomhanks juliaroberts bryancranston tomhanks tomhanks tomhanks
7325,335438,2004-03-05,Starsky & Hutch,Todd Phillips,inform jumpingfromarooftop surveillancefootag benstiller owenwilson snoopdogg toddphillips toddphillips toddphillips
55209,473188,2007-07-23,The Death and Life of Bobby Z,John Herzfeld,vineyard rifl drugtrad violenc shotinthestomach doublecross estat faceslap tdruglord fakeddeath bajacalifornia sanremo landfil gallop rollingey boobytrap goldengun paulwalker laurencefishburne oliviawilde johnherzfeld johnherzfeld johnherzfeld
81784,1126618,2010-01-12,Morning Glory,Roger Michell,worketh tvmorningshow tvreport rachelmcadams harrisonford patrickwilson rogermichell rogermichell rogermichell
3062,56197,1962-09-25,The Longest Day,Bernhard Wicki,worldwarii normandi alli widerstand steelhelmet soldier eddiealbert paulanka arletty bernhardwicki bernhardwicki bernhardwicki
52418,421974,2005-10-15,Sky Fighters,Gérard Pirès,franc terrorist airforc nordmeer benoîtmagimel cloviscornillac géraldinepailhas gérardpirès gérardpirès gérardpirès
107883,2350496,2013-09-19,The Lunchbox,Ritesh Batra,irrfankhan nimratkaur nawazuddinsiddiqui riteshbatra riteshbatra riteshbatra
5064,245844,2002-01-23,The Count of Monte Cristo,Kevin Reynolds,lossoflov lover(female) ex-lov tortur napoleonbonapart jimcaviezel guypearce richardharris kevinreynolds kevinreynolds kevinreynolds
135852,3302706,2014-09-04,Boychoir,François Girard,talent music school sing orphan dustinhoffman kevinmchale joshlucas françoisgirard françoisgirard françoisgirard
51927,455760,2007-03-16,Dead Silence,James Wan,detect clown tombston funer legend ventriloquist urbanlegend curs mansion widow gothic doll apart ghoststori ventriloquistdummi photoalbum packag flashback ryankwanten donniewahlberg bobgunton jameswan jameswan jameswan
117861,2883434,2014-09-06,Black or White,Mike Binder,grievingwidow widow kevincostner jillianestell jenniferehle mikebinder mikebinder mikebinder
3436,101787,1991-06-20,Dying Young,Joel Schumacher,lifeanddeath nurs newlov educ romanc cancer wealth fallinginlov millionair juliaroberts campbellscott vincentd'onofrio joelschumacher joelschumacher joelschumacher
2943,104507,1992-04-15,Indochine,Régis Wargnier,civilwar loveofone'slif communist adopt long saigon navaloffic indochina motherdaughterrelationship extramaritalaffair catherinedeneuve vincentpérez linhđanphạm régiswargnier régiswargnier régiswargnier
55721,861739,2007-10-12,Elite Squad,José Padilha,slum policebrut brazilian warondrug riodejaneiro drugtraff drugdeal torturebythepolic specialforc lawenforc wagnermoura caiojunqueira andréramiro josépadilha josépadilha josépadilha
142448,2719848,2015-09-10,Everest,Baltasar Kormákur,mountain snowstorm hike climb snow death blizzard mountainclimb basedontrueev mounteverest 3d jasonclarke jakegyllenhaal joshbrolin baltasarkormákur baltasarkormákur baltasarkormákur
3559,44837,1952-10-31,Limelight,Charlie Chaplin,balletdanc charliechaplin clairebloom nigelbruce charliechaplin charliechaplin charliechaplin
165337,4645330,2016-09-30,Denial,Mick Jackson,londonengland basedonnovel holocaust courtcas historian biographi basedontruestori newyork 21stcenturi referencetoheinrichhimml rachelweisz tomwilkinson timothyspall mickjackson mickjackson mickjackson
146642,2204080,2014-09-25,Wildlike,Frank Hall Green,runaway camp wilder grief alaska natur uncleniecerelationship runawayteen backpack brucegreenwood ellapurnell briangeraghty frankhallgreen frankhallgreen frankhallgreen
1655,119891,1998-01-23,Phantoms,Joe Chappelle,"sheriff ruralset losangel u.s.soldi alternatelifeform snowfield,co deputi fearofdi benaffleck petero'toole rosemcgowan joechappelle joechappelle joechappelle"
162590,1473832,2016-09-14,Bridget Jones's Baby,Sharon Maguire,lovetriangl babi sequel pregnanc unknownfath pregnantwoman childbirth sittingonatoilet womandirector ultrasound renéezellweger colinfirth patrickdempsey sharonmaguire sharonmaguire sharonmaguire
162460,2815902,2016-07-22,The Childhood of a Leader,Brady Corbet,franc fascism 1910s treatyofversaill bérénicebejo liamcunningham robertpattinson bradycorbet bradycorbet bradycorbet
5528,265459,2002-08-21,One Hour Photo,Mark Romanek,sexualabus hotelroom cheat supermarket penalti nuditi knife birthdayparti photographi stalker photolab suspens sittingonatoilet imagin voyeur unfaithfulhusband robinwilliams connienielsen michaelvartan markromanek markromanek markromanek
106879,2486630,2013-08-31,Fright Night 2: New Blood,Eduardo Rodríguez,femalenud vampir remak gore blood romania willpayne seanpower sachaparkinson eduardorodríguez eduardorodríguez eduardorodríguez
26413,78252,1978-03-01,Snake in the Eagle's Shadow,Yuen Woo-ping,beggar jackiechan yuensiu-tin hwangjang-lee yuenwoo-ping yuenwoo-ping yuenwoo-ping
160112,775440,2016-07-06,Cell,Tod Williams,suicid basedonnovel airport boston murder drive-intheatr violenc cellphon icecreamtruck virus johncusack samuell.jackson isabellefuhrman todwilliams todwilliams todwilliams
26153,60472,1966-12-21,Grand Prix,John Frankenheimer,carrac race formulaon jamesgarner evamariesaint yvesmontand johnfrankenheimer johnfrankenheimer johnfrankenheimer
137457,2287663,2012-06-16,Blue Lagoon: The Awakening,Jake Newsome,strand maroon teenag highschoolstud desertedisland tropicalisland caribbean lostatsea indianaevans brentonthwaites deniserichards jakenewsome jakenewsome jakenewsome
2147,90848,1986-01-17,The Clan of the Cave Bear,Michael Chapman,stoneag tribe cavemen prehistoricadventur prehistorictim neanderth prehistoricman darylhannah pamelareed jamesremar michaelchapman michaelchapman michaelchapman
973,33891,1941-03-12,Meet John Doe,Frank Capra,baseballplay radiobroadcast suicidenot domain barbarastanwyck garycooper edwardarnold frankcapra frankcapra frankcapra
8830,366174,2004-08-26,Anacondas: The Hunt for the Blood Orchid,Dwight H. Little,snake expedit traitor research orchid jungl animalhorror johnnymessner kadeestrickland matthewmarsden dwighth.little dwighth.little dwighth.little
91823,1702433,2010-11-26,Kung Fu Panda Holiday,Tim Johnson,jackiechan jackblack dustinhoffman timjohnson timjohnson timjohnson
102880,1815862,2013-05-30,After Earth,M. Night Shyamalan,dystopia jadensmith willsmith sophieokonedo m.nightshyamalan m.nightshyamalan m.nightshyamalan
109687,1385956,2013-06-14,Particle Fever,Mark Levinson,physic multivers supersymetri cern higgsboson martinaleksa nimaarkani-hamed savasdimopoulos marklevinson marklevinson marklevinson
84730,1258120,2009-05-17,Army of Crime,Robert Guédiguian,pari resist worldwarii ss armeniangenocid sscommand simonabkarian virginieledoyen robinsonstévenin robertguédiguian robertguédiguian robertguédiguian
65088,960731,2008-12-24,Bedtime Stories,Adam Shankman,wishescometru escapad disord imaginari miraculousev imaginarykingdom lifeturnedupsidedown nothinggoesright adamsandler kerirussell guypearce adamshankman adamshankman adamshankman
6862,313443,2003-10-03,Out of Time,Carl Franklin,miami florida doublemurd divorc denzelwashington evamendes sanaalathan carlfranklin carlfranklin carlfranklin
1121,116422,1995-10-01,Glory Daze,Rich Wilkes,alcohol sex nuditi futur graduat beer polic parti friend independentfilm teacher student drunk rollercoast keg benaffleck alyssamilano samrockwell richwilkes richwilkes richwilkes
8950,361862,2004-02-09,The Machinist,Brad Anderson,factori insomnia postit machinist cleaningbathroomtil osha taunt manhol onearmedman torment mother'sday losingweight oldphotograph dostoevski christianbale jenniferjasonleigh aitanasánchez-gijón bradanderson bradanderson bradanderson
82459,1403865,2010-12-22,True Grit,Joel Coen,lossoffath fathermurd texasrang alcohol betray jeffbridges mattdamon joshbrolin joelcoen joelcoen joelcoen
48416,462519,2006-09-29,School for Scoundrels,Todd Phillips,date competit lovesick mentor trafficpoliceman billybobthornton jonheder jacindabarrett toddphillips toddphillips toddphillips
88954,1268799,2011-11-04,A Very Harold & Kumar Christmas,Todd Strauss-Schulson,holiday indianlead beer christmastre cannabi sequel vulgar drug asian 3d beerpong neilpatrickharris johncho eliaskoteas toddstrauss-schulson toddstrauss-schulson toddstrauss-schulson
435,106598,1993-07-23,Coneheads,Steve Barron,extraterrestrialtechnolog alienlife-form spaceinvas robertknott danaykroyd janecurtin stevebarron stevebarron stevebarron
2450,91225,1986-08-01,Howard the Duck,Willard Huyck,duck physicist extraterrestri anthropomorph alieninvas alternativer leathompson jeffreyjones timrobbins willardhuyck willardhuyck willardhuyck
133195,2679042,2015-08-20,Hitman: Agent 47,Aleksander Bach,assassin secretident intellig hitman execut killer basedonvideogam rupertfriend zacharyquinto hannahware aleksanderbach aleksanderbach aleksanderbach
26398,77294,1977-12-10,Capricorn One,Peter Hyams,helicopt nasa texa spacecraft beguil cropdust conspiraci escap astronaut desert missiontomar investigativereport launchpad elliottgould jamesbrolin brendavaccaro peterhyams peterhyams peterhyams
103483,2450186,2013-06-06,V/H/S/2,Eduardo Sánchez,gore zombi alienabduct foundfootag mumblegor vhstape adamwingard lawrencemichaellevine kelsyabbott eduardosánchez eduardosánchez eduardosánchez
362,110213,1994-12-23,The Jungle Book,Stephen Sommers,indianlead tiger feralchild british panther bear jungl fallinginlov jasonscottlee caryelwes lenaheadey stephensommers stephensommers stephensommers
1080,79470,1979-08-17,Life of Brian,Terry Jones,christian malenud jewri resist gladiat romanempir balconi miracl graffiti jesuschrist doomedman homili latin threek crucifixion bethlehem dyinganddeath stone sermononthemount montypython anarchiccomedi grahamchapman johncleese terrygilliam terryjones terryjones terryjones
92192,1772240,2011-07-20,Apollo 18,Gonzalo López-Gallego,moon nasa infect barbecu moonland hammer alien mockumentari astronaut alieninfect foundfootag ryanrobbins warrenchristie lloydowen gonzalolópez-gallego gonzalolópez-gallego gonzalolópez-gallego
90528,1440345,2011-10-01,This Must Be the Place,Paolo Sorrentino,fathersonrelationship michigan newmexico dublin rock surreal relationship voiceov exnazi teensuicid hebrew stockexchang seanpenn francesmcdormand juddhirsch paolosorrentino paolosorrentino paolosorrentino
170835,4961380,2017-03-24,From a House on Willow Street,Alastair Orr,kidnap supernatur possess gore violenc demon sharnivinson carlynburchell stevejohnward alastairorr alastairorr alastairorr
128153,2815030,2013-11-10,Killing Kennedy,Nelson McCormick,kennedyassassin roblowe willrothhaar ginnifergoodwin nelsonmccormick nelsonmccormick nelsonmccormick
4223,215750,2001-03-13,Enemy at the Gates,Jean-Jacques Annaud,winter sniper worldwarii stalingrad judelaw rachelweisz edharris jean-jacquesannaud jean-jacquesannaud jean-jacquesannaud
1215,106308,1992-10-09,Army of Darkness,Sam Raimi,propheci witch swordplay supermarket castl catapult chainsaw timefram skeleton pit windmil incant timetravel undead knight zombi middleag goodandbad necronomicon doppelgang brucecampbell embethdavidtz marcusgilbert samraimi samraimi samraimi
1962,97239,1989-12-13,Driving Miss Daisy,Bruce Beresford,individu blackpeopl chauffeur atlanta widow antisemit jewish africanamerican car oldag morganfreeman jessicatandy danaykroyd bruceberesford bruceberesford bruceberesford
22,112722,1995-10-27,Copycat,Jon Amiel,policebrut psycholog policeoper policeprotect serialkil psychologist cowardli sigourneyweaver hollyhunter willpatton jonamiel jonamiel jonamiel
81786,1020773,2010-05-18,Certified Copy,Abbas Kiarostami,weddinganniversari italianart tuscanyitali pairofear estrangedfath digitalfilm juliettebinoche williamshimell jean-claudecarrière abbaskiarostami abbaskiarostami abbaskiarostami
7817,70948,1974-02-06,Zardoz,John Boorman,sex futur dystopia immort murder savag seanconnery charlotterampling sarakestelman johnboorman johnboorman johnboorman
71700,896534,2008-09-06,Deadgirl,Marcel Sarmiento,rape asylum necrophilia shilohfernandez noahsegan michaelbowen marcelsarmiento marcelsarmiento marcelsarmiento
40851,406375,2005-11-06,Zathura: A Space Adventure,Jon Favreau,adventur hous alien giantrobot outerspac astronaut jonahbobo joshhutcherson daxshepard jonfavreau jonfavreau jonfavreau
7137,318374,2003-01-17,The Cooler,Wayne Kramer,casino jinx badluck williamh.macy alecbaldwin mariabello waynekramer waynekramer waynekramer
3591,85970,1983-07-22,Mr. Mom,Stan Dragoti,housewif job michaelkeaton terigarr fredkoehler standragoti standragoti standragoti
99910,1549920,2013-01-12,The Last Stand,Kim Jee-woon,sheriff smalltown hostag prison fbi border escap carchas convoy machinegun neo-western arnoldschwarzenegger forestwhitaker rodrigosantoro kimjee-woon kimjee-woon kimjee-woon
469,107151,1993-10-19,The House of the Spirits,Bille August,centralandsouthamerica farmwork farm coupd'etat santiago paranormalphenomena domesticviol estat familyest merylstreep glennclose jeremyirons billeaugust billeaugust billeaugust
7482,70034,1973-08-17,Enter the Dragon,Robert Clouse,monk martialart kungfu templ island shaolin martialartstourna crimelord brucelee sammohung jackiechan robertclouse robertclouse robertclouse
741,113568,1995-11-18,Ghost in the Shell,Mamoru Oshii,artificialintellig manvsmachin cyborg android computervirus dystopia implantat fugit femaleprotagonist cyberpunk basedonmanga atsukotanaka akioohtsuka iemasakayumi mamoruoshii mamoruoshii mamoruoshii
694,117774,1996-04-19,The Substitute,Robert Mandel,tomberenger raymondcruz marcanthony robertmandel robertmandel robertmandel
940,29843,1938-05-13,The Adventures of Robin Hood,Michael Curtiz,repay sword richardthelionheart robinhood swashbuckl kingrichard errolflynn oliviadehavilland basilrathbone michaelcurtiz michaelcurtiz michaelcurtiz
3910,168629,2000-05-17,Dancer in the Dark,Lars von Trier,individu danc usa robberi factorywork secret factori smalltown danc blindnessandimpairedvis deathpenalti immigr eyeoper eyesight fantasi naiveti self-abandon hereditarydiseas lossofeyesight czech dyinganddeath van friendship murder teacher debt execut crime policeoffic björk catherinedeneuve davidmorse larsvontrier larsvontrier larsvontrier
94777,1409024,2012-05-23,Men in Black 3,Barry Sonnenfeld,timetravel timemachin alien fictionalgovernmentag seeingthefutur changinghistori willsmith tommyleejones joshbrolin barrysonnenfeld barrysonnenfeld barrysonnenfeld
78606,1075113,2009-05-16,Don't Look Back,Marina de Van,carcrash suspens memoryloss hauntedbythepast metaphor womandirector sophiemarceau monicabellucci brigittecatillon marinadevan marinadevan marinadevan
98154,443272,2012-11-09,Lincoln,Steven Spielberg,usapresid speech battlefield familyconflict mourn americancivilwar culturalconflict basedontrueev battleofgettysburg secess presidentialcabinet gettysburgaddress conflagr ethicaldilemma emancip abrahamlincoln danielday-lewis sallyfield davidstrathairn stevenspielberg stevenspielberg stevenspielberg
63876,1013753,2008-11-26,Milk,Gus Van Sant,gay sanfrancisco homophobia mayor biographi polit politician electioncampaign homosexu moral elect candlelightvigil mayoralcampaign seanpenn emilehirsch jamesfranco gusvansant gusvansant gusvansant
1488,118972,1997-03-12,The Devil's Own,Alan J. Pakula,newyork terrorist anonym northernireland harrisonford bradpitt margaretcolin alanj.pakula alanj.pakula alanj.pakula
60,113419,1995-07-14,The Indian in the Cupboard,Frank Oz,cupboard game puppet parallelworld toycomestolif halscardino litefoot lindsaycrouse frankoz frankoz frankoz
17,114388,1995-12-13,Sense and Sensibility,Ang Lee,bowl basedonnovel servant countrylif janeausten inherit militaryoffic perioddrama rainstorm horseandcarriag decorum katewinslet emmathompson hughgrant anglee anglee anglee
156387,3544112,2016-03-11,Sing Street,John Carney,londonengland brotherbrotherrelationship video dublin musicvideo music friendship prom school sing ireland divorc famili teenageboy band musicband bulli 1980s ferdiawalsh-peelo lucyboynton mariadoylekennedy johncarney johncarney johncarney
90522,1634122,2011-09-15,Johnny English Reborn,Oliver Parker,buddhistmonk cook primeminist kitchen secretag sequel mindcontrol jamesbondspoof incompet femaleboss klutz aftercreditssting assassinationattempt rowanatkinson dominicwest gilliananderson oliverparker oliverparker oliverparker
124344,1328642,2009-04-01,Safari,Olivier Baroux,africa safari kadmerad lionelabelanski frédériquebel olivierbaroux olivierbaroux olivierbaroux
94478,1077368,2012-05-08,Dark Shadows,Tim Burton,witch imprison vampir curs fishoutofwat chain gothic mad oldhous lostlov angrymob 18thcenturi ghost hiddenroom oldmans johnnydepp michellepfeiffer helenabonhamcarter timburton timburton timburton
4618,97737,1989-03-17,Leviathan,George P. Cosmatos,ocean alcohol sea monster mine shipwreck humanexperiment scubadiv scuba deepsea trappedunderwater  peterweller richardcrenna amandapays georgep.cosmatos georgep.cosmatos georgep.cosmatos
27822,374102,2004-08-06,Open Water,Chris Kentis,dive cataclysm nightmar panic redsea primalfear scubadiv shark scuba blanchardryan danieltravis saulstein chriskentis chriskentis chriskentis
111661,1976000,2014-05-16,The Two Faces of January,Hossein Amini,sailboat hotel american coupl privatedetect viggomortensen kirstendunst oscarisaac hosseinamini hosseinamini hosseinamini
4327,54047,1960-10-22,The Magnificent Seven,John Sturges,hors villag friendship remak bandit farmer cowboy mexican whiteman'sburden henryrifl hiredgun yulbrynner eliwallach stevemcqueen johnsturges johnsturges johnsturges
155078,3775086,2015-05-12,They Call Me Jeeg Robot,Gabriele Mainetti,superhero claudiosantamaria ileniapastorelli lucamarinelli gabrielemainetti gabrielemainetti gabrielemainetti
4709,64782,1969-10-15,Paint Your Wagon,Joshua Logan,mine prospector leemarvin clinteastwood jeanseberg joshualogan joshualogan joshualogan
8225,100258,1990-10-18,Night of the Living Dead,Tom Savini,remak attack zombi chainsaw patriciatallman tonytodd tomtowles tomsavini tomsavini tomsavini
